,Country,Granularity,Year,Population
10982,Liechtenstein,Urban,2016,5.388
10983,Liechtenstein,Total,2017,37.8
10984,Liechtenstein,Rural,2017,32.493
10985,Liechtenstein,Urban,2017,5.429
10986,Liechtenstein,Total,2018,37.91
10987,Liechtenstein,Rural,2018,32.685
10988,Liechtenstein,Urban,2018,5.47
10989,Lithuania,Total,2000,3501.839
10990,Lithuania,Male,2000,1638.985
10991,Lithuania,Female,2000,1862.857
10992,Lithuania,Rural,2000,1156.103
10993,Lithuania,Urban,2000,2345.732
10994,Lithuania,Total,2001,3473.625
10995,Lithuania,Male,2001,1623.474
10996,Lithuania,Female,2001,1850.149
10997,Lithuania,Rural,2001,1149.12
10998,Lithuania,Urban,2001,2324.497
10999,Lithuania,Total,2002,3444.763
11000,Lithuania,Male,2002,1607.749
11001,Lithuania,Female,2002,1837.028
11002,Lithuania,Rural,2002,1142.699
11003,Lithuania,Urban,2002,2302.055
11004,Lithuania,Total,2003,3414.365
11005,Lithuania,Male,2003,1591.29
11006,Lithuania,Female,2003,1823.077
11007,Lithuania,Rural,2003,1135.717
11008,Lithuania,Urban,2003,2278.635
11009,Lithuania,Total,2004,3381.131
11010,Lithuania,Male,2004,1573.382
11011,Lithuania,Female,2004,1807.752
11012,Lithuania,Rural,2004,1127.745
11013,Lithuania,Urban,2004,2253.373
11014,Lithuania,Total,2005,3344.268
11015,Lithuania,Male,2005,1553.573
11016,Lithuania,Female,2005,1790.686
11017,Lithuania,Rural,2005,1115.801
11018,Lithuania,Urban,2005,2228.451
11019,Lithuania,Total,2006,3303.335
11020,Lithuania,Male,2006,1531.62
11021,Lithuania,Female,2006,1771.709
11022,Lithuania,Rural,2006,1099.915
11023,Lithuania,Urban,2006,2203.756
11024,Lithuania,Total,2007,3258.98
11025,Lithuania,Male,2007,1507.927
11026,Lithuania,Female,2007,1751.057
11027,Lithuania,Rural,2007,1083.093
11028,Lithuania,Urban,2007,2176.998
11029,Lithuania,Total,2008,3212.865
11030,Lithuania,Male,2008,1483.537
11031,Lithuania,Female,2008,1729.33
11032,Lithuania,Rural,2008,1065.707
11033,Lithuania,Urban,2008,2148.92
11034,Lithuania,Total,2009,3167.265
11035,Lithuania,Male,2009,1459.874
11036,Lithuania,Female,2009,1707.396
11037,Lithuania,Rural,2009,1050.712
11038,Lithuania,Urban,2009,2118.06
11039,Lithuania,Total,2010,3123.816
11040,Lithuania,Male,2010,1437.954
11041,Lithuania,Female,2010,1685.871
11042,Lithuania,Rural,2010,1038.457
11043,Lithuania,Urban,2010,2085.346
11044,Lithuania,Total,2011,3083.403
11045,Lithuania,Male,2011,1418.255
11046,Lithuania,Female,2011,1665.147
11047,Lithuania,Rural,2011,1024.337
11048,Lithuania,Urban,2011,2055.544
11049,Lithuania,Total,2012,3045.561
11050,Lithuania,Male,2012,1400.486
11051,Lithuania,Female,2012,1645.075
11052,Lithuania,Rural,2012,1006.428
11053,Lithuania,Urban,2012,2030.818
11054,Lithuania,Total,2013,3008.934
11055,Lithuania,Male,2013,1383.905
11056,Lithuania,Female,2013,1625.033
11057,Lithuania,Rural,2013,989.541
11058,Lithuania,Urban,2013,2007.793
11059,Lithuania,Total,2014,2971.497
11060,Lithuania,Male,2014,1367.386
11061,Lithuania,Female,2014,1604.112
11062,Lithuania,Rural,2014,974.207
11063,Lithuania,Urban,2014,1987.639
11064,Lithuania,Total,2015,2931.88
11065,Lithuania,Male,2015,1350.137
11066,Lithuania,Female,2015,1581.735
11067,Lithuania,Rural,2015,960.792
11068,Lithuania,Urban,2015,1971.134
11069,Lithuania,Total,2016,2889.557
11070,Lithuania,Male,2016,1331.949
11071,Lithuania,Female,2016,1557.606
11072,Lithuania,Rural,2016,949.079
11073,Lithuania,Urban,2016,1959.17
11074,Lithuania,Total,2017,2845.414
11075,Lithuania,Male,2017,1313.179
11076,Lithuania,Female,2017,1532.24
11077,Lithuania,Rural,2017,938.898
11078,Lithuania,Urban,2017,1951.399
11079,Lithuania,Total,2018,2801.264
11080,Lithuania,Male,2018,1294.412
11081,Lithuania,Female,2018,1506.858
11082,Lithuania,Rural,2018,929.713
11083,Lithuania,Urban,2018,1946.762
11084,Luxembourg,Total,2000,436.103
11085,Luxembourg,Male,2000,214.787
11086,Luxembourg,Female,2000,221.319
11087,Luxembourg,Rural,2000,68.834
11088,Luxembourg,Urban,2000,367.269
11089,Luxembourg,Total,2001,440.198
11090,Luxembourg,Male,2001,216.878
11091,Luxembourg,Female,2001,223.319
11092,Luxembourg,Rural,2001,66.722
11093,Luxembourg,Urban,2001,373.476
11094,Luxembourg,Total,2002,443.726
11095,Luxembourg,Male,2002,218.667
11096,Luxembourg,Female,2002,225.06
11097,Luxembourg,Rural,2002,65.234
11098,Luxembourg,Urban,2002,378.492
11099,Luxembourg,Total,2003,447.322
11100,Luxembourg,Male,2003,220.495
11101,Luxembourg,Female,2003,226.822
11102,Luxembourg,Rural,2003,63.775
11103,Luxembourg,Urban,2003,383.547
11104,Luxembourg,Total,2004,451.819
11105,Luxembourg,Male,2004,222.807
11106,Luxembourg,Female,2004,229.015
11107,Luxembourg,Rural,2004,62.457
11108,Luxembourg,Urban,2004,389.362
11109,Luxembourg,Total,2005,457.842
11110,Luxembourg,Male,2005,225.935
11111,Luxembourg,Female,2005,231.913
11112,Luxembourg,Rural,2005,61.36
11113,Luxembourg,Urban,2005,396.482
11114,Luxembourg,Total,2006,465.61
11115,Luxembourg,Male,2006,229.972
11116,Luxembourg,Female,2006,235.639
11117,Luxembourg,Rural,2006,60.48
11118,Luxembourg,Urban,2006,405.074
11119,Luxembourg,Total,2007,474.915
11120,Luxembourg,Male,2007,234.83
11121,Luxembourg,Female,2007,240.087
11122,Luxembourg,Rural,2007,59.77
11123,Luxembourg,Urban,2007,414.952
11124,Luxembourg,Total,2008,485.405
11125,Luxembourg,Male,2008,240.331
11126,Luxembourg,Female,2008,245.072
11127,Luxembourg,Rural,2008,59.185
11128,Luxembourg,Urban,2008,425.92
11129,Luxembourg,Total,2009,496.527
11130,Luxembourg,Male,2009,246.224
11131,Luxembourg,Female,2009,250.312
11132,Luxembourg,Rural,2009,58.668
11133,Luxembourg,Urban,2009,437.611
11134,Luxembourg,Total,2010,507.889
11135,Luxembourg,Male,2010,252.297
11136,Luxembourg,Female,2010,255.593
11137,Luxembourg,Rural,2010,58.167
11138,Luxembourg,Urban,2010,449.722
11139,Luxembourg,Total,2011,519.307
11140,Luxembourg,Male,2011,258.467
11141,Luxembourg,Female,2011,260.845
11142,Luxembourg,Rural,2011,57.681
11143,Luxembourg,Urban,2011,462.26
11144,Luxembourg,Total,2012,530.857
11145,Luxembourg,Male,2012,264.756
11146,Luxembourg,Female,2012,266.099
11147,Luxembourg,Rural,2012,57.239
11148,Luxembourg,Urban,2012,475.148
11149,Luxembourg,Total,2013,542.56
11150,Luxembourg,Male,2013,271.169
11151,Luxembourg,Female,2013,271.385
11152,Luxembourg,Rural,2013,56.792
11153,Luxembourg,Urban,2013,487.929
11154,Luxembourg,Total,2014,554.516
11155,Luxembourg,Male,2014,277.734
11156,Luxembourg,Female,2014,276.778
11157,Luxembourg,Rural,2014,56.277
11158,Luxembourg,Urban,2014,500.039
11159,Luxembourg,Total,2015,566.741
11160,Luxembourg,Male,2015,284.441
11161,Luxembourg,Female,2015,282.3
11162,Luxembourg,Rural,2015,55.66
11163,Luxembourg,Urban,2015,511.081
11164,Luxembourg,Total,2016,579.264
11165,Luxembourg,Male,2016,291.292
11166,Luxembourg,Female,2016,287.974
11167,Luxembourg,Rural,2016,54.927
11168,Luxembourg,Urban,2016,520.82
11169,Luxembourg,Total,2017,591.91
11170,Luxembourg,Male,2017,298.197
11171,Luxembourg,Female,2017,293.717
11172,Luxembourg,Rural,2017,54.103
11173,Luxembourg,Urban,2017,529.352
11174,Luxembourg,Total,2018,604.245
11175,Luxembourg,Male,2018,304.906
11176,Luxembourg,Female,2018,299.338
11177,Luxembourg,Rural,2018,53.239
11178,Luxembourg,Urban,2018,537.082
11179,Madagascar,Total,2000,15766.806
11180,Madagascar,Male,2000,7850.485
11181,Madagascar,Female,2000,7916.321
11182,Madagascar,Rural,2000,11490.635
11183,Madagascar,Urban,2000,4276.171
11184,Madagascar,Total,2001,16260.932
11185,Madagascar,Male,2001,8096.108
11186,Madagascar,Female,2001,8164.825
11187,Madagascar,Rural,2001,11806.896
11188,Madagascar,Urban,2001,4454.036
11189,Madagascar,Total,2002,16765.117
11190,Madagascar,Male,2002,8347.056
11191,Madagascar,Female,2002,8418.066
11192,Madagascar,Rural,2002,12127.427
11193,Madagascar,Urban,2002,4637.69
11194,Madagascar,Total,2003,17279.141
11195,Madagascar,Male,2003,8603.15
11196,Madagascar,Female,2003,8675.989
11197,Madagascar,Rural,2003,12452.023
11198,Madagascar,Urban,2003,4827.118
11199,Madagascar,Total,2004,17802.997
11200,Madagascar,Male,2004,8864.314
11201,Madagascar,Female,2004,8938.678
11202,Madagascar,Rural,2004,12780.505
11203,Madagascar,Urban,2004,5022.492
11204,Madagascar,Total,2005,18336.724
11205,Madagascar,Male,2005,9130.493
11206,Madagascar,Female,2005,9206.229
11207,Madagascar,Rural,2005,13053.181
11208,Madagascar,Urban,2005,5283.543
11209,Madagascar,Total,2006,18880.269
11210,Madagascar,Male,2006,9401.627
11211,Madagascar,Female,2006,9478.638
11212,Madagascar,Rural,2006,13324.762
11213,Madagascar,Urban,2006,5555.506
11214,Madagascar,Total,2007,19433.53
11215,Madagascar,Male,2007,9677.684
11216,Madagascar,Female,2007,9755.836
11217,Madagascar,Rural,2007,13595.04
11218,Madagascar,Urban,2007,5838.483
11219,Madagascar,Total,2008,19996.473
11220,Madagascar,Male,2008,9958.741
11221,Madagascar,Female,2008,10037.735
11222,Madagascar,Rural,2008,13863.552
11223,Madagascar,Urban,2008,6132.917
11224,Madagascar,Total,2009,20569.117
11225,Madagascar,Male,2009,10244.892
11226,Madagascar,Female,2009,10324.223
11227,Madagascar,Rural,2009,14130.85
11228,Madagascar,Urban,2009,6438.271
11229,Madagascar,Total,2010,21151.64
11230,Madagascar,Male,2010,10536.295
11231,Madagascar,Female,2010,10615.345
11232,Madagascar,Rural,2010,14396.303
11233,Madagascar,Urban,2010,6755.337
11234,Madagascar,Total,2011,21743.967
11235,Madagascar,Male,2011,10832.943
11236,Madagascar,Female,2011,10911.027
11237,Madagascar,Rural,2011,14659.814
11238,Madagascar,Urban,2011,7084.135
11239,Madagascar,Total,2012,22346.645
11240,Madagascar,Male,2012,11135.051
11241,Madagascar,Female,2012,11211.59
11242,Madagascar,Rural,2012,14921.525
11243,Madagascar,Urban,2012,7425.048
11244,Madagascar,Total,2013,22961.255
11245,Madagascar,Male,2013,11443.331
11246,Madagascar,Female,2013,11517.928
11247,Madagascar,Rural,2013,15182.304
11248,Madagascar,Urban,2013,7778.842
11249,Madagascar,Total,2014,23589.888
11250,Madagascar,Male,2014,11758.685
11251,Madagascar,Female,2014,11831.212
11252,Madagascar,Rural,2014,15443.315
11253,Madagascar,Urban,2014,8146.486
11254,Madagascar,Total,2015,24234.088
11255,Madagascar,Male,2015,12081.791
11256,Madagascar,Female,2015,12152.289
11257,Madagascar,Rural,2015,15705.295
11258,Madagascar,Urban,2015,8528.793
11259,Madagascar,Total,2016,24894.37
11260,Madagascar,Male,2016,12412.889
11261,Madagascar,Female,2016,12481.481
11262,Madagascar,Rural,2016,15968.305
11263,Madagascar,Urban,2016,8926.246
11264,Madagascar,Total,2017,25570.512
11265,Madagascar,Male,2017,12751.85
11266,Madagascar,Female,2017,12818.661
11267,Madagascar,Rural,2017,16231.87
11268,Madagascar,Urban,2017,9339.025
11269,Madagascar,Total,2018,26262.313
11270,Madagascar,Male,2018,13098.6
11271,Madagascar,Female,2018,13163.713
11272,Madagascar,Rural,2018,16495.525
11273,Madagascar,Urban,2018,9767.285
11274,Malawi,Total,2000,11148.758
11275,Malawi,Male,2000,5503.577
11276,Malawi,Female,2000,5645.174
11277,Malawi,Rural,2000,9714.122
11278,Malawi,Urban,2000,1662.05
11279,Malawi,Total,2001,11432.0
11280,Malawi,Male,2001,5638.808
11281,Malawi,Female,2001,5793.193
11282,Malawi,Rural,2001,9976.835
11283,Malawi,Urban,2001,1719.028
11284,Malawi,Total,2002,11713.664
11285,Malawi,Male,2002,5773.715
11286,Malawi,Female,2002,5939.948
11287,Malawi,Rural,2002,10237.35
11288,Malawi,Urban,2002,1776.361
11289,Malawi,Total,2003,12000.181
11290,Malawi,Male,2003,5911.521
11291,Malawi,Female,2003,6088.662
11292,Malawi,Rural,2003,10501.614
11293,Malawi,Urban,2003,1835.073
11294,Malawi,Total,2004,12301.838
11295,Malawi,Male,2004,6057.272
11296,Malawi,Female,2004,6244.565
11297,Malawi,Rural,2004,10779.157
11298,Malawi,Urban,2004,1896.881
11299,Malawi,Total,2005,12625.952
11300,Malawi,Male,2005,6214.591
11301,Malawi,Female,2005,6411.359
11302,Malawi,Rural,2005,11076.729
11303,Malawi,Urban,2005,1962.982
11304,Malawi,Total,2006,12973.699
11305,Malawi,Male,2006,6384.079
11306,Malawi,Female,2006,6589.614
11307,Malawi,Rural,2006,11395.534
11308,Malawi,Urban,2006,2033.728
11309,Malawi,Total,2007,13341.806
11310,Malawi,Male,2007,6564.193
11311,Malawi,Female,2007,6777.615
11312,Malawi,Rural,2007,11732.355
11313,Malawi,Urban,2007,2108.614
11314,Malawi,Total,2008,13727.89
11315,Malawi,Male,2008,6753.765
11316,Malawi,Female,2008,6974.134
11317,Malawi,Rural,2008,12084.063
11318,Malawi,Urban,2008,2187.171
11319,Malawi,Total,2009,14128.155
11320,Malawi,Male,2009,6950.921
11321,Malawi,Female,2009,7177.24
11322,Malawi,Rural,2009,12444.33
11323,Malawi,Urban,2009,2270.272
11324,Malawi,Total,2010,14539.612
11325,Malawi,Male,2010,7154.19
11326,Malawi,Female,2010,7385.419
11327,Malawi,Rural,2010,12809.514
11328,Malawi,Urban,2010,2357.581
11329,Malawi,Total,2011,14962.115
11330,Malawi,Male,2011,7363.506
11331,Malawi,Female,2011,7598.612
11332,Malawi,Rural,2011,13178.48
11333,Malawi,Urban,2011,2449.138
11334,Malawi,Total,2012,15396.015
11335,Malawi,Male,2012,7578.989
11336,Malawi,Female,2012,7817.021
11337,Malawi,Rural,2012,13551.942
11338,Malawi,Urban,2012,2545.363
11339,Malawi,Total,2013,15839.286
11340,Malawi,Male,2013,7799.458
11341,Malawi,Female,2013,8039.829
11342,Malawi,Rural,2013,13930.476
11343,Malawi,Urban,2013,2646.671
11344,Malawi,Total,2014,16289.552
11345,Malawi,Male,2014,8023.484
11346,Malawi,Female,2014,8266.066
11347,Malawi,Rural,2014,14315.223
11348,Malawi,Urban,2014,2753.615
11349,Malawi,Total,2015,16745.303
11350,Malawi,Male,2015,8250.134
11351,Malawi,Female,2015,8495.171
11352,Malawi,Rural,2015,14706.907
11353,Malawi,Urban,2015,2866.7
11354,Malawi,Total,2016,17205.261
11355,Malawi,Male,2016,8478.682
11356,Malawi,Female,2016,8726.571
11357,Malawi,Rural,2016,15105.299
11358,Malawi,Urban,2016,2986.276
11359,Malawi,Total,2017,17670.196
11360,Malawi,Male,2017,8709.558
11361,Malawi,Female,2017,8960.635
11362,Malawi,Rural,2017,15509.514
11363,Malawi,Urban,2017,3112.59
11364,Malawi,Total,2018,18143.217
11365,Malawi,Male,2018,8944.33
11366,Malawi,Female,2018,9198.885
11367,Malawi,Rural,2018,15918.795
11368,Malawi,Urban,2018,3245.933
11369,Malaysia,Total,2000,23194.257
11370,Malaysia,Male,2000,11818.005
11371,Malaysia,Female,2000,11376.247
11372,Malaysia,Rural,2000,8815.954
11373,Malaysia,Urban,2000,14369.654
11374,Malaysia,Total,2001,23709.119
11375,Malaysia,Male,2001,12090.53
11376,Malaysia,Female,2001,11618.585
11377,Malaysia,Rural,2001,8787.057
11378,Malaysia,Urban,2001,14911.85
11379,Malaysia,Total,2002,24208.391
11380,Malaysia,Male,2002,12358.191
11381,Malaysia,Female,2002,11850.2
11382,Malaysia,Rural,2002,8746.392
11383,Malaysia,Urban,2002,15452.419
11384,Malaysia,Total,2003,24698.819
11385,Malaysia,Male,2003,12624.153
11386,Malaysia,Female,2003,12074.668
11387,Malaysia,Rural,2003,8695.421
11388,Malaysia,Urban,2003,15993.282
11389,Malaysia,Total,2004,25190.652
11390,Malaysia,Male,2004,12893.155
11391,Malaysia,Female,2004,12297.492
11392,Malaysia,Rural,2004,8636.297
11393,Malaysia,Urban,2004,16537.812
11394,Malaysia,Total,2005,25690.611
11395,Malaysia,Male,2005,13168.052
11396,Malaysia,Female,2005,12522.563
11397,Malaysia,Rural,2005,8571.839
11398,Malaysia,Urban,2005,17087.554
11399,Malaysia,Total,2006,26201.961
11400,Malaysia,Male,2006,13450.749
11401,Malaysia,Female,2006,12751.205
11402,Malaysia,Rural,2006,8501.085
11403,Malaysia,Urban,2006,17642.481
11404,Malaysia,Total,2007,26720.37
11405,Malaysia,Male,2007,13738.502
11406,Malaysia,Female,2007,12981.865
11407,Malaysia,Rural,2007,8424.428
11408,Malaysia,Urban,2007,18201.417
11409,Malaysia,Total,2008,27236.006
11410,Malaysia,Male,2008,14023.884
11411,Malaysia,Female,2008,13212.119
11412,Malaysia,Rural,2008,8343.387
11413,Malaysia,Urban,2008,18767.682
11414,Malaysia,Total,2009,27735.04
11415,Malaysia,Male,2009,14296.75
11416,Malaysia,Female,2009,13438.288
11417,Malaysia,Rural,2009,8260.981
11418,Malaysia,Urban,2009,19344.402
11419,Malaysia,Total,2010,28208.035
11420,Malaysia,Male,2010,14550.127
11421,Malaysia,Female,2010,13657.901
11422,Malaysia,Rural,2010,8177.34
11423,Malaysia,Urban,2010,19934.949
11424,Malaysia,Total,2011,28650.959
11425,Malaysia,Male,2011,14780.918
11426,Malaysia,Female,2011,13870.044
11427,Malaysia,Rural,2011,8129.924
11428,Malaysia,Urban,2011,20505.204
11429,Malaysia,Total,2012,29068.189
11430,Malaysia,Male,2012,14992.118
11431,Malaysia,Female,2012,14076.071
11432,Malaysia,Rural,2012,8087.429
11433,Malaysia,Urban,2012,21083.027
11434,Malaysia,Total,2013,29468.923
11435,Malaysia,Male,2013,15190.442
11436,Malaysia,Female,2013,14278.481
11437,Malaysia,Rural,2013,8041.475
11438,Malaysia,Urban,2013,21665.249
11439,Malaysia,Total,2014,29866.603
11440,Malaysia,Male,2014,15385.727
11441,Malaysia,Female,2014,14480.879
11442,Malaysia,Rural,2014,7987.242
11443,Malaysia,Urban,2014,22240.775
11444,Malaysia,Total,2015,30270.962
11445,Malaysia,Male,2015,15585.167
11446,Malaysia,Female,2015,14685.798
11447,Malaysia,Rural,2015,7922.592
11448,Malaysia,Urban,2015,22800.563
11449,Malaysia,Total,2016,30684.654
11450,Malaysia,Male,2016,15790.718
11451,Malaysia,Female,2016,14893.934
11452,Malaysia,Rural,2016,7846.716
11453,Malaysia,Urban,2016,23340.549
11454,Malaysia,Total,2017,31104.646
11455,Malaysia,Male,2017,16000.312
11456,Malaysia,Female,2017,15104.343
11457,Malaysia,Rural,2017,7764.814
11458,Malaysia,Urban,2017,23859.45
11459,Malaysia,Total,2018,31528.033
11460,Malaysia,Male,2018,16212.181
11461,Malaysia,Female,2018,15315.852
11462,Malaysia,Rural,2018,7678.728
11463,Malaysia,Urban,2018,24363.73
11464,Maldives,Total,2000,279.398
11465,Maldives,Male,2000,141.34
11466,Maldives,Female,2000,138.056
11467,Maldives,Rural,2000,202.701
11468,Maldives,Urban,2000,77.683
11469,Maldives,Total,2001,286.306
11470,Maldives,Male,2001,145.513
11471,Maldives,Female,2001,140.796
11472,Maldives,Rural,2001,204.194
11473,Maldives,Urban,2001,82.833
11474,Maldives,Total,2002,294.186
11475,Maldives,Male,2002,150.489
11476,Maldives,Female,2002,143.696
11477,Maldives,Rural,2002,205.915
11478,Maldives,Urban,2002,88.426
11479,Maldives,Total,2003,302.683
11480,Maldives,Male,2003,155.98
11481,Maldives,Female,2003,146.701
11482,Maldives,Rural,2003,207.762
11483,Maldives,Urban,2003,94.447
11484,Maldives,Total,2004,311.265
11485,Maldives,Male,2004,161.553
11486,Maldives,Female,2004,149.712
11487,Maldives,Rural,2004,209.566
11488,Maldives,Urban,2004,100.857
11489,Maldives,Total,2005,319.608
11490,Maldives,Male,2005,166.948
11491,Maldives,Female,2005,152.656
11492,Maldives,Rural,2005,211.23
11493,Maldives,Urban,2005,107.606
11494,Maldives,Total,2006,327.487
11495,Maldives,Male,2006,171.979
11496,Maldives,Female,2006,155.51
11497,Maldives,Rural,2006,213.467
11498,Maldives,Urban,2006,113.904
11499,Maldives,Total,2007,335.169
11500,Maldives,Male,2007,176.872
11501,Maldives,Female,2007,158.3
11502,Maldives,Rural,2007,217.772
11503,Maldives,Urban,2007,118.298
11504,Maldives,Total,2008,343.452
11505,Maldives,Male,2008,182.346
11506,Maldives,Female,2008,161.102
11507,Maldives,Rural,2008,222.18
11508,Maldives,Urban,2008,122.874
11509,Maldives,Total,2009,353.398
11510,Maldives,Male,2009,189.402
11511,Maldives,Female,2009,163.989
11512,Maldives,Rural,2009,226.807
11513,Maldives,Urban,2009,127.694
11514,Maldives,Total,2010,365.734
11515,Maldives,Male,2010,198.701
11516,Maldives,Female,2010,167.029
11517,Maldives,Rural,2010,231.706
11518,Maldives,Urban,2010,132.805
11519,Maldives,Total,2011,380.495
11520,Maldives,Male,2011,210.247
11521,Maldives,Female,2011,170.246
11522,Maldives,Rural,2011,236.899
11523,Maldives,Urban,2011,138.232
11524,Maldives,Total,2012,397.237
11525,Maldives,Male,2012,223.632
11526,Maldives,Female,2012,173.599
11527,Maldives,Rural,2012,242.277
11528,Maldives,Urban,2012,143.926
11529,Maldives,Total,2013,415.593
11530,Maldives,Male,2013,238.587
11531,Maldives,Female,2013,177.005
11532,Maldives,Rural,2013,247.637
11533,Maldives,Urban,2013,149.76
11534,Maldives,Total,2014,435.015
11535,Maldives,Male,2014,254.672
11536,Maldives,Female,2014,180.346
11537,Maldives,Rural,2014,252.679
11538,Maldives,Urban,2014,155.568
11539,Maldives,Total,2015,454.915
11540,Maldives,Male,2015,271.367
11541,Maldives,Female,2015,183.547
11542,Maldives,Rural,2015,257.196
11543,Maldives,Urban,2015,161.207
11544,Maldives,Total,2016,475.512
11545,Maldives,Male,2016,288.938
11546,Maldives,Female,2016,186.567
11547,Maldives,Rural,2016,261.129
11548,Maldives,Urban,2016,166.627
11549,Maldives,Total,2017,496.402
11550,Maldives,Male,2017,306.973
11551,Maldives,Female,2017,189.425
11552,Maldives,Rural,2017,264.503
11553,Maldives,Urban,2017,171.827
11554,Maldives,Total,2018,515.696
11555,Maldives,Male,2018,323.527
11556,Maldives,Female,2018,192.177
11557,Maldives,Rural,2018,267.408
11558,Maldives,Urban,2018,176.851
11559,Mali,Total,2000,10946.445
11560,Mali,Male,2000,5428.43
11561,Mali,Female,2000,5518.018
11562,Mali,Rural,2000,7857.672
11563,Mali,Urban,2000,3110.018
11564,Mali,Total,2001,11271.6
11565,Mali,Male,2001,5593.382
11566,Mali,Female,2001,5678.221
11567,Mali,Rural,2001,8009.704
11568,Mali,Urban,2001,3283.554
11569,Mali,Total,2002,11616.887
11570,Mali,Male,2002,5768.646
11571,Mali,Female,2002,5848.244
11572,Mali,Rural,2002,8169.81
11573,Mali,Urban,2002,3469.119
11574,Mali,Total,2003,11982.695
11575,Mali,Male,2003,5954.495
11576,Mali,Female,2003,6028.197
11577,Mali,Rural,2003,8337.868
11578,Mali,Urban,2003,3667.26
11579,Mali,Total,2004,12369.07
11580,Mali,Male,2004,6151.064
11581,Mali,Female,2004,6218.014
11582,Mali,Rural,2004,8513.241
11583,Mali,Urban,2004,3878.665
11584,Mali,Total,2005,12775.516
11585,Mali,Male,2005,6358.115
11586,Mali,Female,2005,6417.394
11587,Mali,Rural,2005,8695.429
11588,Mali,Urban,2005,4103.334
11589,Mali,Total,2006,13203.378
11590,Mali,Male,2006,6576.448
11591,Mali,Female,2006,6626.93
11592,Mali,Rural,2006,8884.418
11593,Mali,Urban,2006,4342.646
11594,Mali,Total,2007,13651.464
11595,Mali,Male,2007,6805.329
11596,Mali,Female,2007,6846.126
11597,Mali,Rural,2007,9078.96
11598,Mali,Urban,2007,4596.646
11599,Mali,Total,2008,14113.577
11600,Mali,Male,2008,7041.275
11601,Mali,Female,2008,7072.303
11602,Mali,Rural,2008,9274.295
11603,Mali,Urban,2008,4863.921
11604,Mali,Total,2009,14581.429
11605,Mali,Male,2009,7279.572
11606,Mali,Female,2009,7301.855
11607,Mali,Rural,2009,9465.102
11608,Mali,Urban,2009,5141.495
11609,Mali,Total,2010,15049.353
11610,Mali,Male,2010,7517.023
11611,Mali,Female,2010,7532.329
11612,Mali,Rural,2010,9648.158
11613,Mali,Urban,2010,5426.927
11614,Mali,Total,2011,15514.59
11615,Mali,Male,2011,7752.072
11616,Mali,Female,2011,7762.521
11617,Mali,Rural,2011,9822.006
11618,Mali,Urban,2011,5718.983
11619,Mali,Total,2012,15979.496
11620,Mali,Male,2012,7986.05
11621,Mali,Female,2012,7993.442
11622,Mali,Rural,2012,9988.283
11623,Mali,Urban,2012,6018.387
11624,Mali,Total,2013,16449.854
11625,Mali,Male,2013,8222.328
11626,Mali,Female,2013,8227.526
11627,Mali,Rural,2013,10150.619
11628,Mali,Urban,2013,6327.199
11629,Mali,Total,2014,16934.214
11630,Mali,Male,2014,8465.828
11631,Mali,Female,2014,8468.385
11632,Mali,Rural,2014,10314.127
11633,Mali,Urban,2014,6648.719
11634,Mali,Total,2015,17438.778
11635,Mali,Male,2015,8720.125
11636,Mali,Female,2015,8718.647
11637,Mali,Rural,2015,10482.312
11638,Mali,Urban,2015,6985.593
11639,Mali,Total,2016,17965.443
11640,Mali,Male,2016,8986.333
11641,Mali,Female,2016,8979.115
11642,Mali,Rural,2016,10655.945
11643,Mali,Urban,2016,7338.892
11644,Mali,Total,2017,18512.43
11645,Mali,Male,2017,9263.399
11646,Mali,Female,2017,9249.03
11647,Mali,Rural,2017,10833.712
11648,Mali,Urban,2017,7708.268
11649,Mali,Total,2018,19077.749
11650,Mali,Male,2018,9550.134
11651,Mali,Female,2018,9527.621
11652,Mali,Rural,2018,11014.386
11653,Mali,Urban,2018,8093.32
11654,Malta,Total,2000,393.645
11655,Malta,Male,2000,195.264
11656,Malta,Female,2000,198.385
11657,Malta,Rural,2000,30.274
11658,Malta,Urban,2000,366.394
11659,Malta,Total,2001,396.328
11660,Malta,Male,2001,196.649
11661,Malta,Female,2001,199.675
11662,Malta,Rural,2001,29.376
11663,Malta,Urban,2001,369.779
11664,Malta,Total,2002,398.718
11665,Malta,Male,2002,197.847
11666,Malta,Female,2002,200.873
11667,Malta,Rural,2002,28.474
11668,Malta,Urban,2002,372.829
11669,Malta,Total,2003,400.859
11670,Malta,Male,2003,198.881
11671,Malta,Female,2003,201.977
11672,Malta,Rural,2003,27.58
11673,Malta,Urban,2003,375.631
11674,Malta,Total,2004,402.817
11675,Malta,Male,2004,199.813
11676,Malta,Female,2004,203.007
11677,Malta,Rural,2004,26.703
11678,Malta,Urban,2004,378.304
11679,Malta,Total,2005,404.653
11680,Malta,Male,2005,200.69
11681,Malta,Female,2005,203.969
11682,Malta,Rural,2005,25.851
11683,Malta,Urban,2005,380.936
11684,Malta,Total,2006,406.328
11685,Malta,Male,2006,201.484
11686,Malta,Female,2006,204.846
11687,Malta,Rural,2006,25.398
11688,Malta,Urban,2006,383.165
11689,Malta,Total,2007,407.852
11690,Malta,Male,2007,202.201
11691,Malta,Female,2007,205.653
11692,Malta,Rural,2007,25.207
11693,Malta,Urban,2007,385.117
11694,Malta,Total,2008,409.491
11695,Malta,Male,2008,203.009
11696,Malta,Female,2008,206.484
